639215,0.72
722037,0.0
185264,128.0
74565,0.0
375215,1000.0
573735,1000.0
450292,1.0
631551,0.0
770715,0.0
353984,0.0
482203,200.0
262350,0.0
603244,0.0
229930,800.0
657915,0.0
536527,0.0
945233,0.0
397825,700.0
567000,200.0
274908,100.0
693799,0.0
268447,0.0
39331,0.0
191452,0.0
52923,0.0
789817,0.0
771713,0.0
293584,0.0
892094,0.0
615609,0.0
9308,0.0
574355,0.0
348092,0.0
975157,0.0
82288,0.0
100931,0.0
674232,0.0
282277,0.0
722685,0.0
509270,0.0
872566,0.0
46071,0.0
414087,0.0
410239,0.0
726845,0.0
600656,487.29
920367,0.0
619063,0.0
54540,200.0
833315,0.0
